O*NET-SOC Code,Title,exposure,n_tasks,share_high,share_low,wshare_ANLY,wshare_CARE,wshare_CRTV,wshare_INFO,wshare_MACH,wshare_MGMT,wshare_PHYS,wshare_SOCL,wshare_TECH,exposure_pctile
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.2031,16,0.0,0.8173,0.1258,0.0,0.0,0.0,0.1391,0.0,0.7351,0.0,0.0,0.131
49-3091.00,Bicycle Repairers,0.2004,14,0.157,0.7626,0.0,0.0,0.0,0.0744,0.0,0.0,0.7626,0.163,0.0,0.13
51-6093.00,Upholsterers,0.2001,22,0.0855,0.8143,0.0337,0.0,0.0404,0.0855,0.0,0.0,0.8143,0.0261,0.0,0.129
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.1995,25,0.0195,0.8399,0.0915,0.0,0.0,0.0,0.1985,0.0,0.6905,0.0,0.0195,0.128
29-1024.00,Prosthodontists,0.1979,12,0.0,0.8228,0.0,0.6435,0.0845,0.0,0.0,0.0,0.272,0.0,0.0,0.127
51-9081.00,Dental Laboratory Technicians,0.1971,17,0.0923,0.8447,0.0,0.0742,0.0,0.0923,0.0,0.0629,0.7706,0.0,0.0,0.126
47-2021.00,Brickmasons and Blockmasons,0.1967,14,0.1691,0.8309,0.0826,0.0,0.0,0.0,0.0,0.0865,0.8309,0.0,0.0,0.125
47-5011.00,"Derrick Operators, Oil and Gas",0.1958,15,0.0552,0.8023,0.0,0.0,0.0,0.127,0.1959,0.0707,0.6065,0.0,0.0,0.124
39-5092.00,Manicurists and Pedicurists,0.1958,18,0.0525,0.7839,0.0,0.7753,0.0,0.1117,0.0,0.0,0.0693,0.0438,0.0,0.122
53-7063.00,Machine Feeders and Offbearers,0.1946,13,0.1025,0.8975,0.0,0.0,0.0,0.1025,0.1465,0.0,0.751,0.0,0.0,0.121
29-1022.00,Oral and Maxillofacial Surgeons,0.1937,14,0.093,0.8135,0.093,0.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
37-2012.00,Maids and Housekeeping Cleaners,0.1931,20,0.1281,0.7461,0.0,0.0,0.0,0.2042,0.0,0.0,0.7958,0.0,0.0,0.119
47-2171.00,Reinforcing Iron and Rebar Workers,0.1924,7,0.1582,0.8418,0.0,0.0,0.0,0.1582,0.0,0.0,0.8418,0.0,0.0,0.118
51-4121.00,"Welders, Cutters, Solderers, and Brazers",0.1923,30,0.0263,0.7874,0.07,0.0,0.0336,0.0263,0.1681,0.0,0.702,0.0,0.0,0.117
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",0.1906,22,0.077,0.8064,0.0369,0.0919,0.0354,0.0401,0.0502,0.0,0.7088,0.0366,0.0,0.116
51-7021.00,Furniture Finishers,0.1902,22,0.096,0.8129,0.0552,0.0,0.0276,0.0332,0.0893,0.0,0.7236,0.0711,0.0,0.115
51-9083.00,Ophthalmic Laboratory Technicians,0.1892,18,0.071,0.8689,0.0601,0.0,0.0,0.071,0.0776,0.0,0.7912,0.0,0.0,0.114
51-2023.00,Electromechanical Equipment Assemblers,0.1882,14,0.0979,0.9021,0.0,0.0,0.0,0.0979,0.0851,0.0,0.817,0.0,0.0,0.113
47-5081.00,Helpers--Extraction Workers,0.1876,14,0.0,0.8036,0.0985,0.0,0.0,0.0979,0.157,0.0,0.6466,0.0,0.0,0.112
49-9095.00,Manufactured Building and Mobile Home Installers,0.1869,14,0.1351,0.8649,0.073,0.0,0.0,0.062,0.0,0.0,0.8649,0.0,0.0,0.111
51-2061.00,Timing Device Assemblers and Adjusters,0.1866,17,0.0505,0.9495,0.0,0.0,0.0,0.0505,0.0,0.0,0.9495,0.0,0.0,0.109
51-9195.03,"Stone Cutters and Carvers, Manufacturing",0.1854,16,0.0651,0.8644,0.0705,0.0,0.0,0.0651,0.0,0.0,0.8644,0.0,0.0,0.108
47-2044.00,Tile and Stone Setters,0.1851,25,0.1451,0.7865,0.1862,0.0,0.0,0.0,0.0,0.0,0.7865,0.0273,0.0,0.107
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.1851,11,0.0953,0.8179,0.0,0.3344,0.0,0.0953,0.1113,0.0,0.3722,0.0868,0.0,0.106
51-6042.00,Shoe Machine Operators and Tenders,0.1842,19,0.0682,0.729,0.1304,0.0,0.0,0.0682,0.0,0.0,0.8014,0.0,0.0,0.105
39-4011.00,Embalmers,0.1838,26,0.0878,0.7501,0.0463,0.1007,0.0,0.0795,0.0,0.1823,0.5912,0.0,0.0,0.104
53-7041.00,Hoist and Winch Operators,0.1829,13,0.0,0.7032,0.0914,0.0,0.0,0.0,0.5138,0.0,0.3948,0.0,0.0,0.103
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",0.1815,22,0.0304,0.8697,0.0412,0.0,0.0,0.0304,0.1483,0.0,0.7802,0.0,0.0,0.102
47-2141.00,"Painters, Construction and Maintenance",0.1813,17,0.1264,0.8354,0.0873,0.0,0.0,0.0773,0.0,0.0,0.8354,0.0,0.0,0.101
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,0.1804,26,0.0274,0.7634,0.0505,0.0,0.0,0.0274,0.0892,0.0,0.8329,0.0,0.0,0.1
29-9093.00,Surgical Assistants,0.1798,28,0.0486,0.7717,0.0,0.7123,0.0,0.0486,0.0457,0.0,0.1933,0.0,0.0,0.099
49-3043.00,Rail Car Repairers,0.1797,20,0.0782,0.9044,0.0,0.0,0.0,0.0782,0.0,0.0,0.9218,0.0,0.0,0.098
47-2041.00,Carpet Installers,0.1796,16,0.166,0.834,0.0575,0.0,0.0413,0.0,0.0,0.0672,0.834,0.0,0.0,0.096
35-2015.00,"Cooks, Short Order",0.1775,11,0.0242,0.7511,0.0,0.0,0.0,0.1569,0.0,0.0919,0.7511,0.0,0.0,0.095
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.176,17,0.0732,0.8632,0.0,0.0,0.0,0.0732,0.1613,0.0,0.7655,0.0,0.0,0.094
51-9198.00,Helpers--Production Workers,0.1757,30,0.059,0.8917,0.0,0.0,0.0,0.059,0.2379,0.0,0.7031,0.0,0.0,0.093
51-6011.00,Laundry and Dry-Cleaning Workers,0.1749,23,0.0,0.9698,0.0302,0.0,0.0,0.0,0.0323,0.2139,0.7237,0.0,0.0,0.092
51-9195.05,"Potters, Manufacturing",0.174,23,0.0,0.8026,0.0,0.0,0.0763,0.0467,0.1367,0.0,0.7284,0.0118,0.0,0.091
49-9096.00,Riggers,0.1733,14,0.0774,0.7494,0.0774,0.0,0.0,0.0,0.141,0.0,0.6959,0.0858,0.0,0.09
27-2021.00,Athletes and Sports Competitors,0.1719,9,0.0,0.6891,0.0,0.0,0.0,0.0,0.0,0.1244,0.6891,0.1866,0.0,0.089
47-2011.00,Boilermakers,0.1714,18,0.0696,0.8564,0.0,0.0,0.0,0.0696,0.0451,0.0,0.8853,0.0,0.0,0.088
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.1711,31,0.0736,0.8817,0.0,0.0,0.0,0.0437,0.2353,0.0299,0.6911,0.0,0.0,0.087
51-2031.00,Engine and Other Machine Assemblers,0.1708,12,0.0984,0.9016,0.0,0.0,0.0,0.0984,0.0535,0.0,0.8481,0.0,0.0,0.086
35-2011.00,"Cooks, Fast Food",0.1696,19,0.104,0.8489,0.0,0.0,0.0,0.104,0.0,0.0471,0.8489,0.0,0.0,0.085
49-9052.00,Telecommunications Line Installers and Repairers,0.1694,19,0.0384,0.7815,0.1031,0.0,0.0,0.0517,0.081,0.0,0.7643,0.0,0.0,0.083
47-2152.04,Solar Thermal Installers and Technicians,0.1693,21,0.1043,0.8475,0.1005,0.0,0.0,0.0,0.0,0.0,0.8475,0.052,0.0,0.082
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0.1686,14,0.0,0.8352,0.0,0.0,0.0,0.0,0.1648,0.0,0.8352,0.0,0.0,0.081
51-9111.00,Packaging and Filling Machine Operators and Tenders,0.1685,20,0.0,0.7972,0.0,0.0,0.0,0.0483,0.1007,0.0,0.8511,0.0,0.0,0.08
51-9082.00,Medical Appliance Technicians,0.1654,15,0.0598,0.8855,0.0,0.1102,0.0,0.0598,0.0664,0.0,0.7089,0.0547,0.0,0.079
37-3013.00,Tree Trimmers and Pruners,0.164,24,0.0764,0.8273,0.0353,0.0,0.0,0.0418,0.3156,0.0544,0.5118,0.0412,0.0,0.078
51-6031.00,Sewing Machine Operators,0.1621,26,0.0388,0.8562,0.0495,0.0,0.0,0.0388,0.0556,0.0,0.8562,0.0,0.0,0.077
51-6051.00,"Sewers, Hand",0.1619,11,0.0,0.8048,0.1345,0.0,0.0608,0.0,0.0,0.0,0.8048,0.0,0.0,0.076
53-6032.00,Aircraft Service Attendants,0.1611,18,0.0556,0.8333,0.0,0.0,0.0,0.0556,0.0556,0.0,0.8333,0.0556,0.0,0.075
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.1602,19,0.0995,0.8611,0.0,0.4675,0.0,0.0995,0.0928,0.0,0.3403,0.0,0.0,0.074
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.1601,21,0.0,0.8078,0.0606,0.0,0.0,0.0,0.0669,0.0,0.7971,0.0754,0.0,0.073
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",0.1593,24,0.0723,0.8887,0.039,0.0,0.0,0.0723,0.044,0.0,0.8447,0.0,0.0,0.072
45-3031.00,Fishing and Hunting Workers,0.1589,29,0.0263,0.8057,0.0,0.0,0.0321,0.0425,0.1769,0.096,0.6288,0.0238,0.0,0.07
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.1553,16,0.0518,0.8714,0.0,0.0,0.0,0.0518,0.0768,0.0,0.8714,0.0,0.0,0.069
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.1548,10,0.0,0.8529,0.0,0.0,0.0,0.0852,0.2613,0.0,0.5916,0.0619,0.0,0.068
47-2121.00,Glaziers,0.1533,27,0.0727,0.8977,0.0295,0.0,0.0,0.0492,0.1189,0.0,0.7788,0.0236,0.0,0.067
47-2061.00,Construction Laborers,0.1496,27,0.061,0.8892,0.0498,0.0,0.0,0.061,0.1119,0.0,0.7773,0.0,0.0,0.066
49-3021.00,Automotive Body and Related Repairers,0.1493,25,0.0695,0.8793,0.0,0.0,0.0,0.0695,0.0,0.0,0.8793,0.0512,0.0,0.065
51-2041.00,Structural Metal Fabricators and Fitters,0.1493,23,0.064,0.8705,0.0,0.0,0.032,0.064,0.2575,0.0335,0.6131,0.0,0.0,0.064
53-7061.00,Cleaners of Vehicles and Equipment,0.1476,20,0.0545,0.9014,0.0,0.0,0.0,0.0545,0.252,0.0,0.6935,0.0,0.0,0.063
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,0.1456,23,0.043,0.8419,0.0,0.0,0.0,0.043,0.0,0.0,0.8468,0.1102,0.0,0.062
35-2021.00,Food Preparation Workers,0.1437,31,0.0372,0.8625,0.0,0.0,0.0,0.0372,0.0365,0.0,0.8625,0.0637,0.0,0.061
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.1427,27,0.0686,0.9314,0.0,0.0,0.0,0.0686,0.0773,0.0,0.8542,0.0,0.0,0.06
49-9051.00,Electrical Power-Line Installers and Repairers,0.1426,23,0.0,0.8584,0.0,0.0,0.0,0.0,0.1464,0.0,0.8044,0.0492,0.0,0.059
51-6041.00,Shoe and Leather Workers and Repairers,0.1425,26,0.0389,0.831,0.0746,0.0285,0.0293,0.0,0.0,0.0,0.8676,0.0,0.0,0.057
47-4031.00,Fence Erectors,0.1423,20,0.0994,0.843,0.1161,0.0,0.0,0.0,0.0149,0.0,0.8281,0.041,0.0,0.056
51-9031.00,"Cutters and Trimmers, Hand",0.1422,18,0.0655,0.9345,0.0,0.0,0.0,0.0655,0.0595,0.0,0.875,0.0,0.0,0.055
49-3052.00,Motorcycle Mechanics,0.1408,13,0.0,0.8392,0.0,0.0,0.0,0.0,0.0835,0.0,0.9165,0.0,0.0,0.054
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.1398,29,0.0247,0.8928,0.0,0.0,0.0,0.0247,0.1814,0.0,0.7939,0.0,0.0,0.053
45-2091.00,Agricultural Equipment Operators,0.1367,17,0.0,0.8612,0.0,0.0,0.0,0.0264,0.3844,0.0357,0.5535,0.0,0.0,0.052
47-4091.00,Segmental Pavers,0.1351,12,0.0722,0.8392,0.0,0.0,0.0886,0.0,0.0,0.0,0.8392,0.0722,0.0,0.051
37-3011.00,Landscaping and Groundskeeping Workers,0.1341,26,0.0786,0.9214,0.0,0.0,0.0,0.0471,0.244,0.0,0.6774,0.0315,0.0,0.05
51-6021.00,"Pressers, Textile, Garment, and Related Materials",0.1334,28,0.0,0.9358,0.0642,0.0,0.0,0.0,0.3975,0.0,0.5382,0.0,0.0,0.049
53-7062.04,Recycling and Reclamation Workers,0.1325,14,0.0438,0.9562,0.0,0.0,0.0,0.0438,0.3391,0.0,0.6171,0.0,0.0,0.048
47-2221.00,Structural Iron and Steel Workers,0.1299,19,0.0665,0.9335,0.0,0.0,0.0,0.0665,0.1331,0.0,0.8004,0.0,0.0,0.047
49-9063.00,Musical Instrument Repairers and Tuners,0.1247,24,0.0,0.9313,0.0,0.0,0.0,0.0,0.012,0.0,0.988,0.0,0.0,0.046
47-4041.00,Hazardous Materials Removal Workers,0.1243,21,0.0479,0.9133,0.0,0.0,0.0,0.0479,0.1443,0.0388,0.769,0.0,0.0,0.044
49-9044.00,Millwrights,0.1242,23,0.0261,0.8436,0.0,0.0,0.0,0.0,0.0919,0.0,0.8821,0.0,0.0261,0.043
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",0.1229,10,0.0853,0.9147,0.0853,0.0,0.0,0.0,0.0,0.0,0.9147,0.0,0.0,0.042
31-1132.00,Orderlies,0.1221,22,0.0,0.8491,0.0,0.3658,0.0,0.0,0.0,0.0,0.5388,0.0954,0.0,0.041
47-2081.00,Drywall and Ceiling Tile Installers,0.1215,26,0.051,0.949,0.0,0.0,0.0,0.051,0.0466,0.044,0.8584,0.0,0.0,0.04
51-2051.00,Fiberglass Laminators and Fabricators,0.1202,16,0.0,0.9277,0.0723,0.0,0.0,0.0,0.0,0.0,0.9277,0.0,0.0,0.039
47-2151.00,Pipelayers,0.1199,14,0.0,0.876,0.0,0.0,0.0,0.0,0.0582,0.0558,0.886,0.0,0.0,0.038
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.1177,14,0.0657,0.9343,0.0,0.0,0.0,0.0657,0.0,0.0,0.9343,0.0,0.0,0.037
47-2142.00,Paperhangers,0.1171,20,0.0515,0.9269,0.0515,0.0,0.0,0.0,0.0,0.0216,0.9269,0.0,0.0,0.036
49-9094.00,Locksmiths and Safe Repairers,0.1163,14,0.0739,0.9261,0.0,0.0,0.0,0.0739,0.0,0.0,0.9261,0.0,0.0,0.035
47-5051.00,"Rock Splitters, Quarry",0.1146,9,0.0,1.0,0.0,0.0,0.0,0.0,0.4939,0.0938,0.4123,0.0,0.0,0.034
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",0.1146,20,0.0,0.9386,0.0,0.0,0.0,0.0614,0.4384,0.0548,0.4454,0.0,0.0,0.033
47-2082.00,Tapers,0.1114,16,0.0,0.8851,0.0636,0.0,0.0,0.0,0.0,0.0,0.9364,0.0,0.0,0.031
51-4052.00,"Pourers and Casters, Metal",0.1105,16,0.0,0.9219,0.0,0.0,0.0,0.0,0.1285,0.0,0.8715,0.0,0.0,0.03
47-2072.00,Pile Driver Operators,0.1104,5,0.0,1.0,0.0,0.0,0.0,0.0,0.6048,0.0,0.3952,0.0,0.0,0.029
29-2012.01,Histology Technicians,0.1099,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0987,0.0,0.9013,0.0,0.0,0.028
47-5043.00,"Roof Bolters, Mining",0.1094,14,0.0,1.0,0.0,0.0,0.0,0.0,0.1464,0.0,0.8536,0.0,0.0,0.027
47-2161.00,Plasterers and Stucco Masons,0.1086,15,0.0811,0.9189,0.0811,0.0,0.0,0.0,0.0,0.0,0.9189,0.0,0.0,0.026
49-3093.00,Tire Repairers and Changers,0.1079,24,0.0334,0.915,0.0,0.0,0.0,0.0334,0.0737,0.0,0.8929,0.0,0.0,0.025
49-3022.00,Automotive Glass Installers and Repairers,0.1077,18,0.0665,0.9335,0.0665,0.0,0.0,0.0,0.0,0.0,0.9335,0.0,0.0,0.024
47-2051.00,Cement Masons and Concrete Finishers,0.1059,26,0.0,0.9506,0.0,0.0,0.0,0.0494,0.0,0.0449,0.9058,0.0,0.0,0.023
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.1058,15,0.0744,0.9256,0.0744,0.0,0.0,0.0,0.0611,0.0,0.8645,0.0,0.0,0.022
47-3013.00,Helpers--Electricians,0.1034,25,0.029,0.9197,0.0,0.0,0.0,0.029,0.0486,0.0,0.9223,0.0,0.0,0.021
47-4051.00,Highway Maintenance Workers,0.0971,19,0.0,0.9677,0.0323,0.0,0.0,0.0,0.1841,0.0,0.7836,0.0,0.0,0.02
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,0.097,26,0.0,1.0,0.0,0.0,0.0,0.0,0.3437,0.0,0.6563,0.0,0.0,0.018
47-2053.00,Terrazzo Workers and Finishers,0.0946,26,0.0517,0.9483,0.0,0.0,0.0,0.0,0.0,0.0517,0.9483,0.0,0.0,0.017
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.0925,15,0.0,0.9198,0.0802,0.0,0.0,0.0,0.0,0.0,0.9198,0.0,0.0,0.016
53-7051.00,Industrial Truck and Tractor Operators,0.0924,9,0.0,1.0,0.0,0.0,0.0,0.0,0.3641,0.0,0.6359,0.0,0.0,0.015
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",0.0883,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014
47-2043.00,Floor Sanders and Finishers,0.0872,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013
47-3016.00,Helpers--Roofers,0.0841,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.012
47-2181.00,Roofers,0.0827,27,0.0358,0.9642,0.0358,0.0,0.0,0.0,0.0,0.0,0.9642,0.0,0.0,0.011
47-3012.00,Helpers--Carpenters,0.0824,18,0.0,0.9303,0.0697,0.0,0.0,0.0,0.0,0.0,0.9303,0.0,0.0,0.01
51-9197.00,Tire Builders,0.0741,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009
47-5071.00,"Roustabouts, Oil and Gas",0.0671,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0845,0.0,0.9155,0.0,0.0,0.008
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",0.0656,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.007
51-4071.00,Foundry Mold and Coremakers,0.0611,13,0.0,1.0,0.0,0.0,0.0,0.0,0.1581,0.0,0.8419,0.0,0.0,0.005
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.0523,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004
47-2022.00,Stonemasons,0.0512,16,0.0,1.0,0.0,0.0,0.0,0.0,0.048,0.0,0.952,0.0,0.0,0.003
35-9021.00,Dishwashers,0.05,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002
51-3023.00,Slaughterers and Meat Packers,0.05,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001
