O*NET-SOC Code,Title,exposure,n_tasks,share_high,share_low,wshare_ANLY,wshare_CARE,wshare_CRTV,wshare_INFO,wshare_MACH,wshare_MGMT,wshare_PHYS,wshare_SOCL,wshare_TECH,exposure_pctile
25-1054.00,"Physics Teachers, Postsecondary",0.6519,24,0.4199,0.0345,0.0927,0.0,0.0365,0.2965,0.0,0.1856,0.0345,0.3541,0.0,0.718
11-3071.04,Supply Chain Managers,0.6516,30,0.3643,0.0,0.2062,0.0,0.0918,0.1309,0.0,0.3794,0.0421,0.1495,0.0,0.717
13-1082.00,Project Management Specialists,0.6512,20,0.35,0.0,0.1,0.0,0.0,0.15,0.0,0.55,0.0,0.2,0.0,0.716
11-3051.00,Industrial Production Managers,0.6509,21,0.3898,0.0384,0.1039,0.0384,0.0384,0.2823,0.0,0.4669,0.0,0.0702,0.0,0.715
19-1042.00,"Medical Scientists, Except Epidemiologists",0.648,14,0.4557,0.064,0.1762,0.12,0.0923,0.318,0.064,0.0,0.0,0.1629,0.0666,0.714
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.6474,18,0.4633,0.1147,0.2155,0.0,0.0869,0.2797,0.0,0.2078,0.0699,0.0887,0.0515,0.713
13-1041.01,Environmental Compliance Inspectors,0.6474,26,0.5014,0.1216,0.196,0.0,0.0,0.4839,0.0,0.0845,0.0696,0.166,0.0,0.712
19-2011.00,Astronomers,0.6472,17,0.5345,0.0,0.1864,0.0,0.0,0.1793,0.0,0.2064,0.0,0.3675,0.0604,0.711
19-1023.00,Zoologists and Wildlife Biologists,0.6469,14,0.3026,0.0211,0.1099,0.0,0.0477,0.4173,0.0,0.1194,0.0211,0.2846,0.0,0.71
11-9199.09,Wind Energy Operations Managers,0.6468,16,0.5663,0.0652,0.0646,0.0,0.0579,0.2579,0.0,0.4221,0.0,0.1975,0.0,0.709
19-3034.00,School Psychologists,0.6466,19,0.498,0.1025,0.061,0.0474,0.1812,0.326,0.0,0.1707,0.0,0.2137,0.0,0.707
17-2051.01,Transportation Engineers,0.6465,26,0.483,0.0956,0.2423,0.0,0.1621,0.0786,0.0,0.1378,0.0956,0.2213,0.0623,0.706
29-1229.05,Preventive Medicine Physicians,0.6462,15,0.4746,0.0,0.1383,0.0615,0.1962,0.1358,0.0,0.2079,0.0,0.2603,0.0,0.705
17-2111.02,Fire-Prevention and Protection Engineers,0.6459,14,0.4161,0.0824,0.1445,0.0,0.0802,0.1922,0.0,0.1332,0.1415,0.3084,0.0,0.704
19-1031.02,Range Managers,0.6452,16,0.5875,0.0,0.0651,0.0,0.3261,0.2603,0.0,0.1397,0.0,0.1377,0.0711,0.703
43-4071.00,File Clerks,0.6451,19,0.5236,0.1841,0.0874,0.0,0.0,0.5028,0.0416,0.0,0.1841,0.0658,0.1183,0.702
19-3032.00,Industrial-Organizational Psychologists,0.6446,25,0.487,0.1045,0.0,0.0,0.1808,0.2706,0.0,0.1317,0.0,0.417,0.0,0.701
13-1041.03,Equal Opportunity Representatives and Officers,0.6445,18,0.4982,0.0,0.357,0.0,0.0,0.0592,0.0,0.0724,0.0,0.5113,0.0,0.7
39-1022.00,First-Line Supervisors of Personal Service Workers,0.643,17,0.4792,0.0563,0.0,0.0,0.0,0.2463,0.0,0.3523,0.0563,0.3451,0.0,0.699
11-9111.00,Medical and Health Services Managers,0.6427,18,0.3506,0.0,0.05,0.0,0.0,0.2251,0.0,0.5885,0.0363,0.1,0.0,0.698
17-2081.00,Environmental Engineers,0.6426,29,0.5285,0.0883,0.0,0.0,0.0427,0.3334,0.0,0.1839,0.0883,0.3208,0.0308,0.697
11-9021.00,Construction Managers,0.6419,25,0.5047,0.0855,0.2483,0.0,0.0604,0.2365,0.0,0.3316,0.0,0.1231,0.0,0.696
17-3026.00,Industrial Engineering Technologists and Technicians,0.6408,30,0.5544,0.1036,0.2275,0.0,0.1959,0.2087,0.0327,0.1336,0.071,0.0653,0.0653,0.694
13-1041.06,Coroners,0.6398,20,0.4339,0.094,0.0,0.0,0.0,0.5845,0.0,0.2,0.0,0.2155,0.0,0.693
25-1052.00,"Chemistry Teachers, Postsecondary",0.6396,28,0.3888,0.0262,0.0795,0.0,0.0374,0.2796,0.0,0.1995,0.0262,0.3778,0.0,0.692
17-2121.00,Marine Engineers and Naval Architects,0.6391,30,0.4849,0.1221,0.2254,0.0,0.1737,0.2077,0.0,0.2032,0.1245,0.0654,0.0,0.691
19-3092.00,Geographers,0.6388,12,0.564,0.1509,0.0,0.0,0.0986,0.3526,0.0,0.0,0.1509,0.2555,0.1424,0.69
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",0.638,17,0.4396,0.0,0.1693,0.0,0.1675,0.1028,0.0,0.3448,0.0,0.2156,0.0,0.689
11-9051.00,Food Service Managers,0.6379,28,0.4501,0.0465,0.193,0.0221,0.0227,0.3187,0.0,0.2739,0.083,0.0866,0.0,0.688
27-1011.00,Art Directors,0.6378,16,0.5249,0.0,0.0744,0.0,0.2037,0.2056,0.0,0.254,0.0,0.2623,0.0,0.687
17-2072.01,Radio Frequency Identification Device Specialists,0.6378,21,0.565,0.142,0.3223,0.0,0.093,0.1431,0.0,0.0,0.2466,0.0944,0.1005,0.686
11-1011.00,Chief Executives,0.6373,31,0.4386,0.0227,0.1155,0.0,0.0,0.1149,0.0,0.5555,0.0,0.2141,0.0,0.685
19-1021.00,Biochemists and Biophysicists,0.637,24,0.68,0.0942,0.0756,0.0,0.1374,0.4316,0.0,0.0574,0.0942,0.1684,0.0355,0.684
11-2032.00,Public Relations Managers,0.6358,20,0.5,0.05,0.05,0.0,0.2,0.1,0.05,0.35,0.0,0.25,0.0,0.683
23-1022.00,"Arbitrators, Mediators, and Conciliators",0.6356,20,0.3817,0.0102,0.124,0.0,0.0,0.3271,0.0,0.2193,0.0,0.3296,0.0,0.681
27-2012.00,Producers and Directors,0.6351,30,0.4437,0.0385,0.1528,0.0,0.1448,0.2111,0.0,0.3847,0.0,0.1067,0.0,0.68
17-2071.00,Electrical Engineers,0.6351,22,0.5186,0.0516,0.1747,0.0,0.2699,0.1683,0.0,0.1789,0.0516,0.0616,0.095,0.679
43-4111.00,"Interviewers, Except Eligibility and Loan",0.6347,16,0.3942,0.0,0.1853,0.0,0.0,0.2342,0.0,0.1441,0.0,0.4363,0.0,0.678
29-2099.08,Patient Representatives,0.6343,13,0.3402,0.0,0.0405,0.0,0.0,0.2642,0.0,0.1208,0.0,0.5745,0.0,0.677
19-2043.00,Hydrologists,0.6342,25,0.5462,0.1474,0.2233,0.0,0.1617,0.3279,0.0,0.1037,0.0909,0.0925,0.0,0.676
11-1031.00,Legislators,0.6342,30,0.4333,0.1,0.0667,0.0,0.0333,0.2667,0.0,0.3333,0.0,0.3,0.0,0.675
25-1021.00,"Computer Science Teachers, Postsecondary",0.6341,26,0.3555,0.0257,0.0892,0.0,0.0311,0.2406,0.0,0.186,0.0595,0.3936,0.0,0.674
17-2171.00,Petroleum Engineers,0.6333,23,0.455,0.0472,0.2144,0.0,0.0593,0.1459,0.0,0.362,0.0727,0.1044,0.0414,0.673
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,0.6329,24,0.5509,0.0437,0.0,0.0,0.1827,0.2085,0.0582,0.1388,0.0,0.4118,0.0,0.672
13-1199.07,Security Management Specialists,0.6327,23,0.5914,0.2106,0.2393,0.0395,0.0963,0.1204,0.0,0.0413,0.1711,0.1706,0.1216,0.671
19-1031.03,Park Naturalists,0.6321,20,0.6619,0.1583,0.0,0.0759,0.1871,0.2268,0.0,0.1177,0.0824,0.3101,0.0,0.67
11-3013.01,Security Managers,0.6317,28,0.4509,0.1067,0.2483,0.0393,0.1584,0.1716,0.0,0.2716,0.042,0.0689,0.0,0.668
11-9151.00,Social and Community Service Managers,0.6306,16,0.4302,0.0696,0.1775,0.0,0.0,0.1505,0.0,0.4046,0.0,0.2674,0.0,0.667
25-2059.01,Adapted Physical Education Specialists,0.6303,20,0.4376,0.1127,0.0432,0.0543,0.1052,0.2892,0.0,0.0,0.0386,0.4695,0.0,0.666
53-1042.01,Recycling Coordinators,0.6303,23,0.5456,0.1144,0.0,0.0,0.0,0.2771,0.0631,0.4757,0.0513,0.1328,0.0,0.665
11-9032.00,"Education Administrators, Kindergarten through Secondary",0.6297,32,0.4974,0.0668,0.0997,0.0,0.2321,0.159,0.0,0.2402,0.0,0.2689,0.0,0.664
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",0.6295,28,0.3711,0.0554,0.0856,0.0,0.0239,0.2638,0.0,0.1792,0.0554,0.3921,0.0,0.663
11-9171.00,Funeral Home Managers,0.6283,23,0.3914,0.0908,0.1246,0.0,0.0286,0.1584,0.0,0.3273,0.0,0.3611,0.0,0.662
11-3071.00,"Transportation, Storage, and Distribution Managers",0.6281,30,0.3976,0.0,0.1848,0.0,0.1079,0.1513,0.0,0.2491,0.0,0.3068,0.0,0.661
11-3121.00,Human Resources Managers,0.6281,26,0.3811,0.0,0.1209,0.0,0.0,0.105,0.0,0.4829,0.0,0.2912,0.0,0.66
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.6279,37,0.4363,0.087,0.0528,0.0163,0.2052,0.2032,0.0,0.0758,0.0364,0.4103,0.0,0.659
17-2021.00,Agricultural Engineers,0.6264,14,0.4367,0.0,0.0,0.0,0.304,0.1815,0.0,0.1978,0.0803,0.2364,0.0,0.658
43-4171.00,Receptionists and Information Clerks,0.6245,18,0.6135,0.2848,0.124,0.0,0.0,0.4311,0.0,0.0,0.1948,0.25,0.0,0.657
11-9041.00,Architectural and Engineering Managers,0.6245,19,0.3037,0.0807,0.1606,0.0,0.0419,0.1893,0.0,0.3815,0.0,0.2267,0.0,0.655
17-1012.00,Landscape Architects,0.6239,19,0.4824,0.1144,0.1091,0.0,0.3169,0.0474,0.0,0.1022,0.1144,0.31,0.0,0.654
41-9012.00,Models,0.6238,10,0.2501,0.1466,0.0993,0.0,0.0,0.2501,0.0659,0.0,0.0808,0.504,0.0,0.653
27-1014.00,Special Effects Artists and Animators,0.6237,13,0.6035,0.1052,0.0,0.0,0.7487,0.0,0.0,0.1022,0.1052,0.0,0.0438,0.652
27-1025.00,Interior Designers,0.6226,16,0.5267,0.1892,0.1199,0.0,0.3614,0.2583,0.0,0.1202,0.069,0.0712,0.0,0.651
21-2021.00,"Directors, Religious Activities and Education",0.6224,19,0.4735,0.0914,0.0,0.0,0.279,0.0563,0.0,0.3282,0.0446,0.2918,0.0,0.65
17-2112.02,Validation Engineers,0.622,21,0.4975,0.1715,0.0589,0.0,0.12,0.2614,0.0,0.2445,0.2233,0.0434,0.0485,0.649
11-1021.00,General and Operations Managers,0.6219,17,0.2434,0.0,0.1232,0.0,0.1383,0.0,0.0,0.6279,0.0,0.1106,0.0,0.648
23-1011.00,Lawyers,0.6211,22,0.4784,0.1596,0.2155,0.0,0.0,0.1461,0.0,0.0929,0.0,0.5456,0.0,0.647
53-1044.00,First-Line Supervisors of Passenger Attendants,0.6211,19,0.5263,0.1053,0.0526,0.0,0.0,0.2105,0.0,0.3158,0.1053,0.3158,0.0,0.646
43-9061.00,"Office Clerks, General",0.6207,20,0.48,0.1756,0.1106,0.0,0.0,0.3694,0.0817,0.0202,0.1756,0.2425,0.0,0.645
19-3039.02,Neuropsychologists,0.6193,14,0.3553,0.0754,0.0,0.2751,0.0672,0.2778,0.0,0.0823,0.0,0.2222,0.0754,0.644
11-9033.00,"Education Administrators, Postsecondary",0.6186,27,0.3455,0.0,0.0294,0.0,0.0409,0.1841,0.0,0.5587,0.0,0.1869,0.0,0.642
33-3021.06,Intelligence Analysts,0.6184,21,0.233,0.0,0.0255,0.0,0.0,0.7875,0.03,0.0823,0.0,0.0747,0.0,0.641
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",0.6184,19,0.4211,0.1053,0.0,0.0,0.0,0.2105,0.0,0.4211,0.0526,0.3158,0.0,0.64
25-1194.00,"Career/Technical Education Teachers, Postsecondary",0.618,20,0.3233,0.0,0.0553,0.0,0.109,0.2143,0.0,0.0832,0.0424,0.4957,0.0,0.639
11-9141.00,"Property, Real Estate, and Community Association Managers",0.6175,27,0.4226,0.0789,0.1003,0.0,0.0,0.1983,0.0,0.2955,0.0789,0.327,0.0,0.638
11-9131.00,Postmasters and Mail Superintendents,0.6169,13,0.1893,0.0,0.0,0.0,0.0,0.1349,0.0,0.6105,0.0,0.2545,0.0,0.637
11-9179.01,Fitness and Wellness Coordinators,0.6161,24,0.4611,0.0486,0.0994,0.039,0.0436,0.1937,0.0,0.2868,0.0486,0.2888,0.0,0.636
13-1121.00,"Meeting, Convention, and Event Planners",0.6156,21,0.4673,0.0634,0.1223,0.0,0.092,0.1826,0.0,0.3617,0.0634,0.178,0.0,0.635
25-3021.00,Self-Enrichment Teachers,0.6147,30,0.4213,0.0938,0.0737,0.0,0.2054,0.1743,0.0,0.0734,0.0431,0.43,0.0,0.634
29-1031.00,Dietitians and Nutritionists,0.6133,28,0.337,0.0272,0.2516,0.2751,0.0759,0.1239,0.0,0.1605,0.0272,0.0858,0.0,0.633
27-2012.03,Media Programming Directors,0.613,23,0.4102,0.0541,0.0738,0.0,0.2371,0.0549,0.0888,0.4126,0.0,0.1329,0.0,0.632
27-1021.00,Commercial and Industrial Designers,0.6129,17,0.4728,0.1146,0.1524,0.0,0.3048,0.2302,0.0,0.1099,0.0477,0.155,0.0,0.631
17-2051.00,Civil Engineers,0.6124,16,0.5368,0.2194,0.2811,0.0,0.1455,0.1643,0.0,0.182,0.1532,0.0738,0.0,0.629
29-1222.00,"Physicians, Pathologists",0.6118,19,0.5474,0.0512,0.2591,0.2495,0.0457,0.2427,0.0,0.0947,0.0317,0.0767,0.0,0.628
11-3051.06,Hydroelectric Production Managers,0.6106,18,0.24,0.0349,0.0639,0.0,0.1139,0.2822,0.0349,0.351,0.0,0.1541,0.0,0.627
25-4031.00,Library Technicians,0.608,31,0.5786,0.2761,0.0,0.0,0.0131,0.503,0.019,0.0499,0.2412,0.1737,0.0,0.626
33-9021.00,Private Detectives and Investigators,0.6072,14,0.3494,0.0895,0.0253,0.0,0.0,0.7008,0.0,0.061,0.0,0.2129,0.0,0.625
25-4011.00,Archivists,0.6067,13,0.6118,0.3077,0.0,0.0,0.0,0.3718,0.0,0.15,0.2192,0.0886,0.1704,0.624
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",0.6051,32,0.3912,0.1,0.0,0.0234,0.2267,0.1645,0.0,0.0858,0.0631,0.4365,0.0,0.623
25-4012.00,Curators,0.6044,15,0.4641,0.1355,0.0737,0.0,0.0,0.2875,0.0,0.1939,0.1621,0.2127,0.0703,0.622
17-2131.00,Materials Engineers,0.6036,21,0.378,0.0968,0.2633,0.0,0.0751,0.1002,0.0,0.3085,0.0968,0.1159,0.0403,0.621
13-1081.00,Logisticians,0.6032,22,0.4898,0.1479,0.1287,0.0,0.0329,0.2377,0.0,0.2638,0.091,0.2012,0.0447,0.62
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.603,29,0.5764,0.2642,0.2761,0.0,0.0892,0.2878,0.0313,0.0873,0.2158,0.0125,0.0,0.619
19-4099.01,Quality Control Analysts,0.6027,26,0.5092,0.2746,0.2656,0.0,0.0,0.1893,0.0,0.0198,0.321,0.1421,0.0622,0.618
41-2031.00,Retail Salespersons,0.6026,24,0.5293,0.2187,0.1439,0.0,0.0,0.3316,0.0,0.028,0.2192,0.2773,0.0,0.616
29-1051.00,Pharmacists,0.6025,20,0.4215,0.1202,0.2474,0.1987,0.0,0.2365,0.0,0.0418,0.0778,0.1978,0.0,0.615
11-9199.08,Loss Prevention Managers,0.6024,27,0.5025,0.2258,0.3349,0.0,0.0414,0.1162,0.0,0.2214,0.0389,0.221,0.0262,0.614
23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.6022,21,0.2953,0.0,0.0611,0.0,0.0,0.2955,0.0,0.5361,0.0,0.1073,0.0,0.613
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.6022,12,0.4735,0.109,0.0947,0.0,0.0,0.2685,0.0,0.155,0.109,0.3728,0.0,0.612
25-2032.00,"Career/Technical Education Teachers, Secondary School",0.6008,33,0.3664,0.0923,0.0289,0.0249,0.2149,0.1765,0.0,0.0856,0.0357,0.4335,0.0,0.611
41-1011.00,First-Line Supervisors of Retail Sales Workers,0.6006,21,0.3966,0.1563,0.0603,0.0,0.183,0.1907,0.0,0.2362,0.2095,0.1203,0.0,0.61
19-1032.00,Foresters,0.6006,25,0.4211,0.037,0.1123,0.0,0.2842,0.2759,0.0,0.1454,0.037,0.0932,0.052,0.609
25-2023.00,"Career/Technical Education Teachers, Middle School",0.6004,31,0.3908,0.101,0.0,0.0295,0.2268,0.164,0.0,0.0891,0.0689,0.4217,0.0,0.608
43-5041.00,"Meter Readers, Utilities",0.6001,12,0.3515,0.244,0.0915,0.0,0.0,0.0729,0.2052,0.0,0.1408,0.3025,0.1872,0.607
21-1091.00,Health Education Specialists,0.5981,16,0.4303,0.2115,0.0575,0.0,0.3051,0.2,0.0,0.0575,0.1343,0.2456,0.0,0.606
27-4014.00,Sound Engineering Technicians,0.5971,14,0.3819,0.0589,0.0773,0.0,0.2552,0.0695,0.3207,0.0,0.0589,0.1612,0.0573,0.605
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",0.5969,17,0.3337,0.138,0.0631,0.0621,0.0,0.0615,0.0251,0.3145,0.1222,0.3515,0.0,0.603
25-2055.00,"Special Education Teachers, Kindergarten",0.5967,30,0.4333,0.1333,0.0,0.0333,0.2333,0.2,0.0,0.0333,0.1,0.4,0.0,0.602
11-2022.00,Sales Managers,0.5958,17,0.336,0.0446,0.1072,0.0,0.0,0.0765,0.0,0.5291,0.0,0.2872,0.0,0.601
27-1022.00,Fashion Designers,0.5951,20,0.3152,0.1014,0.1084,0.0,0.2717,0.2167,0.0,0.0576,0.1572,0.1883,0.0,0.6
13-1075.00,Labor Relations Specialists,0.5941,28,0.3707,0.0226,0.2424,0.0,0.0,0.0961,0.0,0.0792,0.0,0.5824,0.0,0.599
29-1229.02,Hospitalists,0.5934,14,0.2929,0.0799,0.0792,0.3852,0.0,0.2137,0.0,0.2466,0.0,0.0753,0.0,0.598
25-2058.00,"Special Education Teachers, Secondary School",0.593,40,0.3718,0.0823,0.0,0.0199,0.2823,0.1204,0.0,0.0613,0.0471,0.469,0.0,0.597
41-2022.00,Parts Salespersons,0.5923,19,0.5699,0.2269,0.0505,0.0,0.0,0.4745,0.0,0.0396,0.2269,0.2084,0.0,0.596
27-2091.00,"Disc Jockeys, Except Radio",0.5908,19,0.3684,0.1579,0.2105,0.0,0.0526,0.2632,0.1053,0.0,0.1053,0.2632,0.0,0.595
29-1223.00,Psychiatrists,0.5902,12,0.4039,0.092,0.1662,0.5531,0.0,0.2377,0.0,0.0429,0.0,0.0,0.0,0.594
11-3051.02,Geothermal Production Managers,0.5902,17,0.3301,0.11,0.1242,0.0,0.0613,0.2105,0.1239,0.3409,0.0423,0.0968,0.0,0.593
53-4031.00,Railroad Conductors and Yardmasters,0.5899,20,0.3521,0.2176,0.0464,0.0,0.0,0.3619,0.0486,0.2173,0.1284,0.1973,0.0,0.592
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.5888,14,0.2699,0.1144,0.0,0.0,0.0,0.2591,0.0,0.3214,0.0337,0.3858,0.0,0.59
25-2057.00,"Special Education Teachers, Middle School",0.5871,40,0.3927,0.0675,0.0,0.0431,0.3114,0.1104,0.0,0.0674,0.0701,0.3976,0.0,0.589
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.5867,22,0.5112,0.2043,0.0778,0.0,0.0,0.2116,0.0424,0.2978,0.1675,0.203,0.0,0.588
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.5855,35,0.3541,0.1107,0.0,0.0175,0.2037,0.1504,0.0,0.0977,0.084,0.4467,0.0,0.587
43-5031.00,Public Safety Telecommunicators,0.585,18,0.3663,0.1368,0.0,0.0548,0.0,0.2997,0.1791,0.0662,0.144,0.2562,0.0,0.586
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.5845,30,0.4947,0.1998,0.2733,0.0,0.0814,0.1767,0.0,0.1034,0.2457,0.0666,0.0529,0.585
51-1011.00,First-Line Supervisors of Production and Operating Workers,0.5843,20,0.4649,0.1586,0.0962,0.0,0.0,0.1895,0.051,0.3436,0.1586,0.1611,0.0,0.584
11-9081.00,Lodging Managers,0.5832,24,0.2835,0.1287,0.0464,0.0,0.0,0.2184,0.0,0.2856,0.1287,0.321,0.0,0.583
19-4092.00,Forensic Science Technicians,0.5814,24,0.611,0.2134,0.5654,0.0,0.0,0.1659,0.0473,0.0,0.1018,0.1196,0.0,0.582
19-4044.00,Hydrologic Technicians,0.5812,16,0.5,0.25,0.25,0.0,0.125,0.1875,0.0,0.0,0.25,0.1875,0.0,0.581
29-1127.00,Speech-Language Pathologists,0.5807,23,0.2721,0.0546,0.0554,0.4956,0.0451,0.1715,0.0,0.0265,0.0,0.2058,0.0,0.58
25-9044.00,"Teaching Assistants, Postsecondary",0.5804,20,0.3202,0.1242,0.0,0.0,0.0,0.2368,0.0,0.0855,0.1242,0.5535,0.0,0.579
25-2021.00,"Elementary School Teachers, Except Special Education",0.5779,38,0.3635,0.1265,0.0,0.0161,0.2244,0.1391,0.0,0.0944,0.1035,0.4225,0.0,0.577
11-3013.00,Facilities Managers,0.5778,11,0.4295,0.1592,0.0,0.0,0.0854,0.3459,0.0,0.4138,0.0631,0.0917,0.0,0.576
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.577,24,0.3723,0.1611,0.0794,0.0,0.0,0.201,0.0,0.2521,0.1661,0.3014,0.0,0.575
47-1011.03,Solar Energy Installation Managers,0.576,15,0.42,0.2119,0.5271,0.0,0.049,0.0557,0.0,0.2935,0.0,0.0747,0.0,0.574
27-2012.04,Talent Directors,0.5754,15,0.138,0.088,0.0,0.0,0.0,0.2079,0.0,0.6031,0.0,0.1889,0.0,0.573
41-9011.00,Demonstrators and Product Promoters,0.5743,21,0.3567,0.2179,0.0487,0.0,0.035,0.2154,0.0,0.0,0.2179,0.4829,0.0,0.572
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,0.573,26,0.4119,0.1307,0.109,0.0,0.0438,0.2101,0.0,0.2813,0.2181,0.1377,0.0,0.571
25-2056.00,"Special Education Teachers, Elementary School",0.5727,30,0.4061,0.1396,0.0,0.033,0.3,0.1061,0.0,0.0336,0.0695,0.4578,0.0,0.57
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.5723,35,0.1955,0.0772,0.0,0.0505,0.1322,0.1261,0.0,0.0225,0.0,0.6686,0.0,0.569
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,0.5719,21,0.3438,0.2463,0.0455,0.0657,0.0,0.3172,0.0,0.0,0.1304,0.4412,0.0,0.568
19-1022.00,Microbiologists,0.5715,14,0.5819,0.1806,0.2099,0.0,0.0,0.3455,0.0815,0.0824,0.0991,0.0795,0.1021,0.567
29-1224.00,Radiologists,0.5707,30,0.3185,0.0771,0.2026,0.3576,0.0814,0.2247,0.0,0.0456,0.0228,0.0653,0.0,0.566
39-3091.00,Amusement and Recreation Attendants,0.5704,17,0.3716,0.2003,0.0,0.0,0.0,0.3224,0.0,0.0,0.2292,0.4483,0.0,0.564
17-3025.00,Environmental Engineering Technologists and Technicians,0.5703,26,0.4508,0.2177,0.2391,0.0,0.0,0.3156,0.0,0.0566,0.2683,0.0782,0.0421,0.563
29-2052.00,Pharmacy Technicians,0.5678,21,0.4205,0.255,0.0,0.0,0.0,0.3994,0.0,0.0388,0.4034,0.1036,0.0549,0.562
17-3027.01,Automotive Engineering Technicians,0.5673,18,0.5016,0.2261,0.155,0.0,0.0494,0.2938,0.0646,0.0,0.2811,0.104,0.0522,0.561
13-1041.04,Government Property Inspectors and Investigators,0.5661,13,0.3882,0.3057,0.33,0.0,0.0,0.146,0.0,0.1131,0.1525,0.2584,0.0,0.56
19-3039.03,Clinical Neuropsychologists,0.565,18,0.2317,0.0942,0.0,0.4452,0.0463,0.1778,0.0,0.0661,0.0,0.2108,0.0539,0.559
45-2011.00,Agricultural Inspectors,0.5636,16,0.6578,0.2357,0.5156,0.0,0.0,0.0674,0.0,0.0,0.1962,0.2208,0.0,0.558
25-4022.00,Librarians and Media Collections Specialists,0.5636,30,0.3365,0.2125,0.0417,0.0,0.0,0.3322,0.0249,0.1241,0.1232,0.2894,0.0646,0.557
43-5051.00,Postal Service Clerks,0.5631,19,0.4774,0.2562,0.1507,0.0,0.0,0.4242,0.0,0.0,0.2562,0.1689,0.0,0.556
33-3031.00,Fish and Game Wardens,0.5631,24,0.2605,0.1362,0.0,0.0479,0.1397,0.4253,0.0,0.117,0.1467,0.1234,0.0,0.555
29-1129.01,Art Therapists,0.5602,25,0.2368,0.1242,0.2118,0.4086,0.0219,0.119,0.0269,0.0552,0.0,0.1565,0.0,0.554
29-1141.04,Clinical Nurse Specialists,0.5593,30,0.3466,0.1169,0.1,0.3702,0.034,0.0652,0.0,0.1123,0.0,0.1708,0.1474,0.553
19-3033.00,Clinical and Counseling Psychologists,0.5593,30,0.2306,0.2186,0.039,0.2066,0.1352,0.2128,0.0,0.0955,0.0,0.3109,0.0,0.551
29-2051.00,Dietetic Technicians,0.5592,13,0.2723,0.0,0.151,0.2575,0.0,0.076,0.0,0.3294,0.0,0.1861,0.0,0.55
43-5071.00,"Shipping, Receiving, and Inventory Clerks",0.5591,11,0.5146,0.297,0.2014,0.0,0.0,0.3044,0.0,0.0865,0.297,0.1107,0.0,0.549
21-1015.00,Rehabilitation Counselors,0.5591,17,0.1411,0.0667,0.0629,0.3999,0.0292,0.0729,0.0,0.0735,0.0,0.3616,0.0,0.548
21-2011.00,Clergy,0.5582,21,0.3197,0.2585,0.0,0.0,0.0886,0.0551,0.0,0.16,0.0,0.6963,0.0,0.547
35-1011.00,Chefs and Head Cooks,0.5573,21,0.4519,0.2043,0.0988,0.0,0.0885,0.1799,0.0,0.2711,0.2043,0.1574,0.0,0.546
53-6051.00,Transportation Inspectors,0.555,17,0.3416,0.3134,0.0,0.0,0.0,0.4417,0.0,0.0591,0.3134,0.1858,0.0,0.545
43-2011.00,"Switchboard Operators, Including Answering Service",0.554,19,0.3141,0.0935,0.1162,0.0,0.0,0.1576,0.2691,0.0,0.1923,0.2648,0.0,0.544
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,0.5535,8,0.2686,0.1276,0.1353,0.0,0.0,0.3943,0.0,0.0985,0.2352,0.1366,0.0,0.543
29-1123.00,Physical Therapists,0.5532,24,0.3035,0.1148,0.096,0.4522,0.0242,0.1674,0.0,0.0662,0.0271,0.1669,0.0,0.542
33-3051.04,Customs and Border Protection Officers,0.5529,11,0.3602,0.4046,0.0891,0.0,0.0,0.3989,0.0,0.0,0.328,0.184,0.0,0.541
33-1012.00,First-Line Supervisors of Police and Detectives,0.5516,20,0.2422,0.101,0.0524,0.0,0.0,0.0919,0.0,0.4179,0.199,0.2388,0.0,0.54
25-2012.00,"Kindergarten Teachers, Except Special Education",0.5507,37,0.3371,0.1579,0.0,0.0437,0.2257,0.1114,0.0,0.0699,0.1072,0.4421,0.0,0.538
47-4011.00,Construction and Building Inspectors,0.5503,19,0.2959,0.2651,0.2141,0.0,0.0,0.1819,0.0,0.1969,0.3266,0.0805,0.0,0.537
39-9032.00,Recreation Workers,0.5499,24,0.299,0.2264,0.0,0.0709,0.0,0.3421,0.0,0.2673,0.0813,0.2384,0.0,0.536
